SUMLEV,COUNTY,COUSUB,CT,BLKGRP,BLOCK,NAME,geoid20,Neighborhood,NeighborhoodGroup
750,3,61000,563000,3,3008,Block 3008,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3009,Block 3009,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3010,Block 3010,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3011,Block 3011,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3012,Block 3012,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3013,Block 3013,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3014,Block 3014,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3015,Block 3015,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3016,Block 3016,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3017,Block 3017,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3018,Block 3018,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,563000,3,3020,Block 3020,4.20036E+14,Chartiers City,Esplen-Sheraden-Chartiers-Windgap
750,3,61000,980600,1,1000,Block 1000,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1001,Block 1001,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1002,Block 1002,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1003,Block 1003,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1004,Block 1004,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1005,Block 1005,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1006,Block 1006,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1007,Block 1007,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1008,Block 1008,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1009,Block 1009,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1010,Block 1010,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1011,Block 1011,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1012,Block 1012,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1013,Block 1013,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1014,Block 1014,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1015,Block 1015,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1016,Block 1016,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1017,Block 1017,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1018,Block 1018,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1019,Block 1019,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1020,Block 1020,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1021,Block 1021,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1022,Block 1022,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1023,Block 1023,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1024,Block 1024,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1025,Block 1025,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1026,Block 1026,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1027,Block 1027,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1028,Block 1028,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1029,Block 1029,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1030,Block 1030,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1031,Block 1031,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1032,Block 1032,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1033,Block 1033,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1034,Block 1034,4.2004E+14,Chateau,Chateau
750,3,61000,980600,1,1035,Block 1035,4.2004E+14,Chateau,Chateau
750,3,61000,281400,1,1000,Block 1000,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1001,Block 1001,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1002,Block 1002,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1003,Block 1003,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1004,Block 1004,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1005,Block 1005,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1006,Block 1006,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1007,Block 1007,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1008,Block 1008,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1009,Block 1009,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1010,Block 1010,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1011,Block 1011,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1012,Block 1012,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1013,Block 1013,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1014,Block 1014,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1015,Block 1015,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1016,Block 1016,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1017,Block 1017,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1018,Block 1018,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1019,Block 1019,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1020,Block 1020,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1021,Block 1021,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1022,Block 1022,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1023,Block 1023,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1024,Block 1024,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1025,Block 1025,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1026,Block 1026,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1027,Block 1027,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1028,Block 1028,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1029,Block 1029,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1030,Block 1030,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1031,Block 1031,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1032,Block 1032,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1033,Block 1033,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,1,1034,Block 1034,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2000,Block 2000,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2001,Block 2001,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2002,Block 2002,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2003,Block 2003,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2004,Block 2004,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2005,Block 2005,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2006,Block 2006,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2007,Block 2007,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2008,Block 2008,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2009,Block 2009,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2010,Block 2010,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2011,Block 2011,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2012,Block 2012,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2013,Block 2013,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2014,Block 2014,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2015,Block 2015,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2016,Block 2016,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2017,Block 2017,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2018,Block 2018,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281400,2,2019,Block 2019,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1000,Block 1000,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1001,Block 1001,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1002,Block 1002,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1003,Block 1003,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1004,Block 1004,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1005,Block 1005,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1006,Block 1006,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1007,Block 1007,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,1,1008,Block 1008,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2000,Block 2000,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2001,Block 2001,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2002,Block 2002,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2003,Block 2003,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2004,Block 2004,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2005,Block 2005,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2006,Block 2006,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2007,Block 2007,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2008,Block 2008,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2009,Block 2009,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2010,Block 2010,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2011,Block 2011,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2012,Block 2012,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2013,Block 2013,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2014,Block 2014,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2015,Block 2015,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2016,Block 2016,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2017,Block 2017,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2018,Block 2018,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2019,Block 2019,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2020,Block 2020,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2021,Block 2021,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,281500,2,2022,Block 2022,4.20033E+14,Crafton Heights,Crafton Heights
750,3,61000,20100,4,4003,Block 4003,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,20100,4,4004,Block 4004,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,20100,4,4020,Block 4020,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1000,Block 1000,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1001,Block 1001,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1002,Block 1002,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1003,Block 1003,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1004,Block 1004,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1005,Block 1005,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1006,Block 1006,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1007,Block 1007,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1008,Block 1008,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1009,Block 1009,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1010,Block 1010,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1011,Block 1011,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1012,Block 1012,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1013,Block 1013,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1014,Block 1014,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1015,Block 1015,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1016,Block 1016,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1017,Block 1017,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1018,Block 1018,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1019,Block 1019,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1020,Block 1020,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1021,Block 1021,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1022,Block 1022,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1023,Block 1023,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1024,Block 1024,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1025,Block 1025,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1026,Block 1026,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1027,Block 1027,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1028,Block 1028,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1029,Block 1029,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1030,Block 1030,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1031,Block 1031,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1032,Block 1032,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,1,1033,Block 1033,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2000,Block 2000,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2001,Block 2001,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2002,Block 2002,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2003,Block 2003,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2004,Block 2004,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2005,Block 2005,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2006,Block 2006,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2007,Block 2007,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2008,Block 2008,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2009,Block 2009,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2010,Block 2010,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2011,Block 2011,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2012,Block 2012,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2013,Block 2013,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2014,Block 2014,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2015,Block 2015,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2016,Block 2016,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2017,Block 2017,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2018,Block 2018,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2019,Block 2019,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2020,Block 2020,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,30500,2,2021,Block 2021,4.2003E+14,Crawford-Roberts,Crawford-Roberts
750,3,61000,191100,1,1000,Block 1000,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1001,Block 1001,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1002,Block 1002,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1003,Block 1003,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1004,Block 1004,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1005,Block 1005,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1006,Block 1006,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1007,Block 1007,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1008,Block 1008,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1009,Block 1009,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1010,Block 1010,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1011,Block 1011,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1012,Block 1012,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1013,Block 1013,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1014,Block 1014,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1015,Block 1015,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1016,Block 1016,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1017,Block 1017,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1018,Block 1018,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1019,Block 1019,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1020,Block 1020,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1021,Block 1021,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1022,Block 1022,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1023,Block 1023,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1024,Block 1024,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1025,Block 1025,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1026,Block 1026,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1027,Block 1027,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1028,Block 1028,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1029,Block 1029,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1030,Block 1030,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1031,Block 1031,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1032,Block 1032,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1033,Block 1033,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1034,Block 1034,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1035,Block 1035,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1036,Block 1036,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1037,Block 1037,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1038,Block 1038,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1040,Block 1040,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1041,Block 1041,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1042,Block 1042,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1043,Block 1043,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1044,Block 1044,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1045,Block 1045,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1046,Block 1046,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,1,1047,Block 1047,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2000,Block 2000,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2001,Block 2001,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2002,Block 2002,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2003,Block 2003,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2004,Block 2004,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2007,Block 2007,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2008,Block 2008,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2009,Block 2009,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2010,Block 2010,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2011,Block 2011,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2012,Block 2012,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2013,Block 2013,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2014,Block 2014,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2015,Block 2015,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2016,Block 2016,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2017,Block 2017,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2018,Block 2018,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2019,Block 2019,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2020,Block 2020,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2021,Block 2021,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2022,Block 2022,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2023,Block 2023,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2024,Block 2024,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2025,Block 2025,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2026,Block 2026,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2027,Block 2027,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2028,Block 2028,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2029,Block 2029,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2030,Block 2030,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191100,2,2031,Block 2031,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,191400,2,2031,Block 2031,4.20032E+14,Duquesne Heights,Duquesne Heights
750,3,61000,262000,1,1027,Block 1027,4.20033E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1000,Block 1000,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1001,Block 1001,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1002,Block 1002,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1003,Block 1003,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1004,Block 1004,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1005,Block 1005,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1006,Block 1006,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1007,Block 1007,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1008,Block 1008,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1009,Block 1009,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1010,Block 1010,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1011,Block 1011,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1012,Block 1012,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1013,Block 1013,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1014,Block 1014,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1015,Block 1015,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1016,Block 1016,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1017,Block 1017,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1018,Block 1018,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1019,Block 1019,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1020,Block 1020,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1021,Block 1021,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1022,Block 1022,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1023,Block 1023,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1024,Block 1024,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1025,Block 1025,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1026,Block 1026,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1027,Block 1027,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1028,Block 1028,4.20036E+14,East Allegheny,East Allegheny
750,3,61000,563202,1,1029,Block 1029,4.20036E+14,East Allegheny,East Allegheny
